sop_class_name,analysis_result_id,carrier,objects,absent,zero_length,non_empty,absent_or_zero_length,type1_here,type1_violation
Segmentation Storage,rider_lungct_seg,ImplementationVersionName,59,0,0,59,0,no,0
Segmentation Storage,rider_lungct_seg,ImplementationClassUID,59,0,0,59,0,no,0
Segmentation Storage,rider_lungct_seg,ContributingEquipmentSequence,59,59,0,0,0,no,0
Segmentation Storage,rider_lungct_seg,ContentCreatorName,59,0,0,59,0,no,0
Segmentation Storage,rider_lungct_seg,SeriesDescription,59,0,0,59,0,no,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,Manufacturer,261,0,0,261,0,yes,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,ManufacturerModelName,261,0,0,261,0,yes,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,DeviceSerialNumber,261,0,0,261,0,yes,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,SoftwareVersions,261,0,0,261,0,yes,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,ImplementationVersionName,261,0,0,261,0,no,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,ImplementationClassUID,261,0,0,261,0,no,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,ContributingEquipmentSequence,261,261,0,0,0,no,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,ContentCreatorName,261,0,261,0,0,no,0
Segmentation Storage,rms_mutation_prediction_expert_annotations,SeriesDescription,261,0,0,261,0,no,0
Segmentation Storage,tcga_sbu_til_maps,Manufacturer,384,0,0,384,0,yes,0
Segmentation Storage,tcga_sbu_til_maps,ManufacturerModelName,384,0,0,384,0,yes,0
Segmentation Storage,tcga_sbu_til_maps,DeviceSerialNumber,384,0,0,384,0,yes,0
Segmentation Storage,tcga_sbu_til_maps,SoftwareVersions,384,0,0,384,0,yes,0
Segmentation Storage,tcga_sbu_til_maps,ImplementationVersionName,384,0,0,384,0,no,0
Segmentation Storage,tcga_sbu_til_maps,ImplementationClassUID,384,0,0,384,0,no,0
Segmentation Storage,tcga_sbu_til_maps,ContributingEquipmentSequence,384,0,0,384,0,no,0
Segmentation Storage,tcga_sbu_til_maps,ContentCreatorName,384,0,384,0,0,no,0
Segmentation Storage,tcga_sbu_til_maps,SeriesDescription,384,0,0,384,0,no,0
Segmentation Storage,totalsegmentator_ct_segmentations,Manufacturer,384,0,0,384,0,yes,0
Segmentation Storage,totalsegmentator_ct_segmentations,ManufacturerModelName,384,0,0,384,0,yes,0
Segmentation Storage,totalsegmentator_ct_segmentations,DeviceSerialNumber,384,0,0,384,0,yes,0
Segmentation Storage,totalsegmentator_ct_segmentations,SoftwareVersions,384,0,0,384,0,yes,0
Segmentation Storage,totalsegmentator_ct_segmentations,ImplementationVersionName,384,0,0,384,0,no,0
Segmentation Storage,totalsegmentator_ct_segmentations,ImplementationClassUID,384,0,0,384,0,no,0
Segmentation Storage,totalsegmentator_ct_segmentations,ContributingEquipmentSequence,384,384,0,0,0,no,0
Segmentation Storage,totalsegmentator_ct_segmentations,ContentCreatorName,384,0,0,384,0,no,0
Segmentation Storage,totalsegmentator_ct_segmentations,SeriesDescription,384,0,0,384,0,no,0
