stratum,validator,message_class_id,severity_as_emitted,message_template,objects
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,380880930b44,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,4236b7da7d99,ERROR,Module <Patient> Tag (TAG) (De-identification Method) is missing,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,484682388d5f,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,6f01abd4f319,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,d0eabe730084,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,d81147d20e87,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,e897560f8e1b,ERROR,Module <Patient> Tag (TAG) (De-identification Method Code Sequence) is missing,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,f6bdf6ba947e,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,378
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,6abd0e852d78,Error,Error - Dicom dataset contains invalid data values for Value Representations,92
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,d3928270d17e,Error,Error - Value invalid for this VR - (TAG) LO Project Name LO - Trailing character invalid for this VR = '' (0),92
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,702e93617425,Error,Error - Missing attribute Type 1 Required Element=<DeviceSerialNumber> Module=<EnhancedGeneralEquipment>,90
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,815f5dab3ba7,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,90
QIICR Reporting via 3D Slicer / qin_lungct_seg,dicom-validator,6a2af7ccf9a8,ERROR,Module <Enhanced General Equipment> Tag (TAG) (Device Serial Number) is missing,90
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,13dcac3f2161,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <244660> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,1726b2a91c93,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0003> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,1dd38bac358d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0014> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,1f9be1443f24,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <107166> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,21d3d71e7b65,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <315906> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,4ecf6197af84,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <229925> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,6c38b80dbb15,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0088> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,700b417c1b0e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <296698> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,768eba208839,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <200320> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,795d9a9c3174,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <269755> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,9003826dca02,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <243509> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,945a6362ed03,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0028> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,976d963340b2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0064> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,9a0e6481d095,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0055> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,a7be36ffca2e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0049> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,c4e35fe9ef3f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LUNG-01-0013> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,dd83dbf18979,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <130094> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,ddd057e3f4bd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <231091> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,f8dc0c3bbd7b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LSC-0009> - Retired Person Name form,9
QIICR Reporting via 3D Slicer / qin_lungct_seg,dciodvfy,fa109b7cb967,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-LUNG-01-0007> - Retired Person Name form,9
dcmqi / (null),dicom-validator,380880930b44,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,384
dcmqi / (null),dicom-validator,6f01abd4f319,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,384
dcmqi / (null),dicom-validator,972394b5bb82,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,384
dcmqi / (null),dicom-validator,d0eabe730084,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,384
dcmqi / (null),dicom-validator,d81147d20e87,ERROR,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,384
dcmqi / (null),dciodvfy,815f5dab3ba7,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study ID,335
dcmqi / (null),dicom-validator,f782376ec325,ERROR,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,325
dcmqi / (null),dciodvfy,c3b594f8706b,Error,Error - Empty attribute (no value) Type 1 Required Element=<DeviceSerialNumber> Module=<EnhancedGeneralEquipment>,87
dcmqi / (null),dicom-validator,809191a1e767,ERROR,Module <Enhanced General Equipment> Tag (TAG) (Device Serial Number) is empty,87
dcmqi / (null),dciodvfy,702e93617425,Error,Error - Missing attribute Type 1 Required Element=<DeviceSerialNumber> Module=<EnhancedGeneralEquipment>,83
dcmqi / (null),dicom-validator,6a2af7ccf9a8,ERROR,Module <Enhanced General Equipment> Tag (TAG) (Device Serial Number) is missing,83
dcmqi / (null),dciodvfy,1e5af1bdbedd,Warning,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,80
dcmqi / (null),dciodvfy,3392004d1c4a,Warning,Warning - Attribute is not present in standard DICOM IOD - (TAG) CS Longitudinal Temporal Event Type,80
dcmqi / (null),dciodvfy,f3c880eb73b5,Warning,Warning - Attribute is not present in standard DICOM IOD - (TAG) FD Longitudinal Temporal Offset from Event,80
dcmqi / (null),dicom-validator,903f6868e738,ERROR,Module <Clinical Trial Study> Tag (TAG) (Clinical Trial Time Point ID) is missing,80
dcmqi / (null),dciodvfy,639ee92f3dbb,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <Lung1CollectionOwner> - Retired Person Name form,72
dcmqi / (null),dciodvfy,9ee22e1c2108,Warning,Warning - Unrecognized defined term <GEIIS> for value 1 of attribute <Coding Scheme Designator>,72
dcmqi / (null),dciodvfy,4a71864409dc,Warning,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study Time,58
dcmqi / (null),dciodvfy,74637eecf0ac,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <Reader1> - Retired Person Name form,54
dcmqi / (null),dciodvfy,118058dbf0cc,Error,"Error - Illegal root for UID - ""VAL"" in (TAG) Frame of Reference UID",26
dcmqi / (null),dciodvfy,3f7c3ec8057b,Error,"Error - Illegal root for UID - ""VAL"" in (TAG) Referenced SOP Instance UID",26
dcmqi / (null),dciodvfy,4f1c684b72ff,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <Imaging Data Commons> - Retired Person Name form,26
dcmqi / (null),dciodvfy,72c4c7bc2789,Error,"Error - Illegal root for UID - ""VAL"" in (TAG) Study Instance UID",26
dcmqi / (null),dciodvfy,d327f4a0ad5e,Error,"Error - Illegal root for UID - ""VAL"" in (TAG) Series Instance UID",26
dcmqi / (null),dciodvfy,d3d7899abb98,Error,Error - Missing attribute Type 1C Conditional Element=<LongitudinalTemporalEventType> Module=<ClinicalTrialStudy>,17
dcmqi / (null),dicom-validator,bbd4d60c8b57,ERROR,Module <Clinical Trial Study> Tag (TAG) (Longitudinal Temporal Event Type) is missing,17
dcmqi / (null),dciodvfy,76ab0c6981d2,Warning,Warning - CodingSchemeDesignator is deprecated - attribute <CodingSchemeDesignator> = <SRT>,12
dcmqi / (null),dciodvfy,186091ca3dd3,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <Reader01> - Retired Person Name form,8
dcmqi / (null),dciodvfy,d68304b0fdb7,Error,Error - Empty attribute (no value) Type 1C Conditional Element=<CodeValue> Module=<BasicCodeSequenceMacro>,8
dcmqi / (null),dicom-validator,f0177f68b579,ERROR,Module <General Study> (TAG) (Procedure Code Sequence) Tag (TAG) (Code Value) is empty,8
dcmqi / (null),dciodvfy,0786a34e0c26,Warning,Warning - Value is zero for value 1 of attribute <Patient's Weight>,6
dcmqi / (null),dciodvfy,0507257941dd,Warning,Warning - Value is zero for value 1 of attribute <Patient's Size>,5
dcmqi / (null),dciodvfy,5c6382ca45ae,Error,Error - Missing attribute Type 1C Conditional Element=<SegmentAlgorithmName> Module=<SegmentationImage>,4
dcmqi / (null),dciodvfy,96f489af6c44,Error,Error - Attribute present when condition unsatisfied (which may not be present otherwise) Type 1C Conditional Element=<SegmentAlgorithmName> Module=<SegmentationImage>,4
dcmqi / (null),dciodvfy,a5e39d1ea655,Warning,Warning - Value dubious for this VR - (TAG) PN Content Creator's Name PN [1] = <InterobsCollectionOwner> - Retired Person Name form,4
dcmqi / (null),dicom-validator,731bcebe3947,ERROR,Module <Segmentation Image> (TAG) (Segment Sequence) Tag (TAG) (Segment Algorithm Name) is missing,4
dcmqi / (null),dciodvfy,6e8b03e02c20,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-107> - Retired Person Name form,3
dcmqi / (null),dciodvfy,91aecb7f5c61,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-097> - Retired Person Name form,3
dcmqi / (null),dciodvfy,c5cf6fda5fa1,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-102> - Retired Person Name form,3
dcmqi / (null),dciodvfy,065ddfaefe5a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PCAMPMRI-00001> - Retired Person Name form,2
dcmqi / (null),dciodvfy,08d93005d81e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-021> - Retired Person Name form,2
dcmqi / (null),dciodvfy,51542546b2c8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PCAMPMRI-00004> - Retired Person Name form,2
dcmqi / (null),dciodvfy,54a5accfb88b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-066> - Retired Person Name form,2
dcmqi / (null),dciodvfy,6aa6a16fd083,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-009> - Retired Person Name form,2
dcmqi / (null),dciodvfy,8c4d80283d17,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-086> - Retired Person Name form,2
dcmqi / (null),dciodvfy,9aee397e9f1b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-108> - Retired Person Name form,2
dcmqi / (null),dciodvfy,ab0e5b0df033,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-019> - Retired Person Name form,2
dcmqi / (null),dciodvfy,c25def766d3b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PCAMPMRI-00015> - Retired Person Name form,2
dcmqi / (null),dciodvfy,c4b627263157,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-075> - Retired Person Name form,2
dcmqi / (null),dciodvfy,cb2f3774dc4c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Myel_080> - Retired Person Name form,2
dcmqi / (null),dciodvfy,f5051d37efb5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-092> - Retired Person Name form,2
dcmqi / (null),dciodvfy,f71f7e6c10a7,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-054> - Retired Person Name form,2
dcmqi / (null),dciodvfy,0053e6b434d3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <MED_LYMPH_055> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0111d5741bbc,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-067> - Retired Person Name form,1
dcmqi / (null),dciodvfy,03001a9be1a0,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_243> - Retired Person Name form,1
dcmqi / (null),dciodvfy,037b700e58dd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_0193> - Retired Person Name form,1
dcmqi / (null),dciodvfy,03f4ac311700,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_0191> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0436eef31112,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <AMBL-621> - Retired Person Name form,1
dcmqi / (null),dciodvfy,04caa3cabb64,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1156> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0565e92c49f1,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-182> - Retired Person Name form,1
dcmqi / (null),dciodvfy,07217d8f4df6,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_0171> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0759ce8ba0b3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_350> - Retired Person Name form,1
dcmqi / (null),dciodvfy,07a7edfffc7c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-202> - Retired Person Name form,1
dcmqi / (null),dciodvfy,090cff1b0bef,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-043> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0a1090a6d134,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_0317> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0a2e51c3fcdb,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PCAMPMRI-00009> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0add1ccc4649,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-123> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0bdee0c9968e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <13800> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0cc6bdad5c05,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <PCAMPMRI-00006> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0d7b9b1ce234,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1038> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0daac31bdcfd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-149> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0f65dd11058d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_0506> - Retired Person Name form,1
dcmqi / (null),dciodvfy,0f9fa4d1053d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1094> - Retired Person Name form,1
dcmqi / (null),dciodvfy,10ded557c8dd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <case_1077> - Retired Person Name form,1
dcmqi / (null),dciodvfy,10e2f23bfa19,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ReMIND-068> - Retired Person Name form,1
