series_instance_uid,stratum,writer,analysis_result_id,collection_id,status,objects,instances_declared
1.2.276.0.7230010.3.1.3.481034752.10227.1665615703.307071,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.65203.1666031639.478124,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.179527.1664390955.524531,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.448581.1665719334.279317,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.175716.1665649693.354945,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.342454.1665701408.949758,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3192877.1720667522.298798,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.237586400018764035218417222305,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.555219047706426687960872464083,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.57029.1666030168.170581,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.27550.1665619152.43739,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.200609.1665654705.770484,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.474987.1665723724.974094,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.13685.1665616445.735876,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.282309.1665687085.929182,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.53847.1663754755.932274,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.190230.1665652581.305455,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3141024.1720666966.341871,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.47657.1663749296.455020,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3934775.1714669858.23739,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,duke_breast_cancer_mri,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.313890.1665696384.44739,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.301657.1665694349.465793,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.128677.1665640088.44676,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.341776.1665701287.204942,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.23718.1663728103.742219,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3272119.1720668536.360444,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.42790.1665622347.534589,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.99597.1665634177.525847,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.50754.1663751967.664955,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.25257.1663729280.736998,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.52299.1663753297.742013,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.0.9018.1415311644.606747,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9043.1415311665.484633,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9080.1415311686.470448,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9109.1415311709.113436,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9133.1415311730.329921,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9158.1415311751.366833,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9180.1415311772.22305,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9202.1415311794.945114,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9231.1415311817.986520,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.826.0.1.3680043.10.511.3.61781739439866293170176226465194605,not identifiable from index / rms_mutation_prediction_expert_annotations,not identifiable from index,rms_mutation_prediction_expert_annotations,rms_mutation_prediction,OK,2,2
1.2.276.0.7230010.3.1.3.481034752.83507.1666034674.711761,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.39998.1666027264.212968,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.343822.1665701656.268115,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.56658.1665625325.297262,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.4001291.1714670775.335013,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,duke_breast_cancer_mri,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.130734.1664348507.176027,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3179571.1720667377.994880,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.241281.1664446639.993784,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.89726.1664313188.37219,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.307928381417051713983091281305,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.4023896.1714671013.388341,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,duke_breast_cancer_mri,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.308452.1665695451.330209,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3209181.1720667700.474482,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.3.6.1.4.1.14519.5.2.1.36161850817075530477780954274136942478,not identifiable from index / (null),not identifiable from index,(null),ispy2,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.252517.1665681208.113726,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.111412.1664332543.917926,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.170196.1664382715.830797,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.39929.1663742103.768022,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.0.9880.1415312427.631080,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9905.1415312448.684610,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9929.1415312479.645704,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9957.1415312500.559930,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.9981.1415312532.498595,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.10004.1415312566.611322,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.10032.1415312599.393113,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.10058.1415312633.415612,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.10080.1415312660.311965,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.223949598253859840195358961073,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.20573.1665617777.703354,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.49506.1666028870.658132,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.227392.1664434810.394909,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.55701.1664283446.967205,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.219945395335428109716302116768,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.409837.1665712928.360059,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.358169.1665704163.748039,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.300293.1665694108.399344,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.71971.1666032717.457433,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.6771.1665615031.88906,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.347958.1665702407.474241,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.2868332.1720648796.532464,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nsclc_radiogenomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.228504506790391391125866821762,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.266098150095849522325413860478,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.359521.1665704370.844105,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.74683.1666033187.20319,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.75353.1665629124.190583,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3127617.1720666810.436848,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.170970.1664383382.909052,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.96686.1664319159.444515,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.10837.1664242695.147219,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.317287.1665696964.868405,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.49017.1665623646.369244,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.238648.1665678454.919034,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.222710.1665675164.475450,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.160137.1664373963.444177,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.112948.1664333863.85988,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.165535.1664378744.449364,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.148746.1665644244.933331,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.15537.1666022833.900981,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.85096.1664309220.436190,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.4334.1501.322166480053694803922836587023,QIICR Reporting via 3D Slicer / (null),QIICR Reporting via 3D Slicer,(null),nsclc_radiogenomics,OK,1,1
1.2.276.0.7230010.3.1.3.4148549909.2316.1344857221.497,not identifiable from index / qiba_volct_1b,not identifiable from index,qiba_volct_1b,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.464198.1665721923.541861,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.54998.1666029826.384033,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.438383.1665717661.174761,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3145494.1720667020.658143,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.0.21475.1674506133.776088,dcmqi / (null),dcmqi,(null),ct_lymph_nodes,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.171740.1664383910.484439,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.590554.1661717112.132780,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.85727.1665631162.852659,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.244203.1665679614.50913,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.59069.1666030515.453051,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.46949.1665623232.702815,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.826.0.1.3680043.10.511.3.45461996726882897491007227716916124,not identifiable from index / rms_mutation_prediction_expert_annotations,not identifiable from index,rms_mutation_prediction_expert_annotations,rms_mutation_prediction,OK,2,2
1.2.276.0.7230010.3.1.3.481034752.61884.1664288876.503026,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.458074.1665720915.197549,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.31834.1666025728.743930,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.6722.1663712795.296987,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.466254.1665722292.387718,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.179174.1665650342.526185,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.3935319.1714504550.475644,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,colorectal_liver_metastases,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.23221.1664253877.445556,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.624038.1661732371.614720,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nlst,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.19371.1664250710.172568,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.3.6.1.4.1.14519.5.2.1.2006261698323804590290182626900410602,dcmqi / (null),dcmqi,(null),spinal_multiple_myeloma_seg,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.416618.1665714021.556175,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.17436516.4060784.1714671465.119530,dcmqi / bamf_aimi_annotations,dcmqi,bamf_aimi_annotations,duke_breast_cancer_mri,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.481118.1665724753.105733,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.275384.1665685689.381950,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.199601.1664409619.266042,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.136159.1664353017.314901,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.4427.1663709618.25175,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.0.8180.1415310847.593766,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8207.1415310875.888278,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8229.1415310904.705216,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8257.1415310937.239787,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8279.1415310969.742678,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8302.1415311002.136804,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8331.1415311023.603234,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8363.1415311056.610053,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.2.276.0.7230010.3.1.3.0.8395.1415311088.560335,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,rider_lung_ct,OK,1,1
1.3.6.1.4.1.14519.5.2.1.7695.1700.118512227406976342191206323542,not identifiable from index / (null),not identifiable from index,(null),ispy1,OK,1,1
1.2.276.0.7230010.3.1.3.481034752.430201.1665716248.508795,dcmqi / nnu_net_bpr_annotations,dcmqi,nnu_net_bpr_annotations,nsclc_radiomics,OK,1,1
1.2.276.0.7230010.3.1.3.0.95003.1441388142.544126,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.95027.1441388189.267094,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.95052.1441388220.839236,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.21713.1437749624.694944,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.21734.1437749686.271681,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.21757.1437749726.319319,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.33074.1424692583.78137,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
1.2.276.0.7230010.3.1.3.0.33095.1424692614.67118,QIICR Reporting via 3D Slicer / qin_lungct_seg,QIICR Reporting via 3D Slicer,qin_lungct_seg,lung_phantom,OK,1,1
